check_key,field_key,answer_option,test_bundle,trigger_type,trigger_key,priority_weight,merge_group,max_occurrences,explanation_template,mechanism,test_focus,priority_rationale,created_at,updated_at
preventive_screening_germany,age,53,,age,age|53|,5,context,1,"A simple, non-invasive check for your colon health. It looks for tiny invisible signs of blood, which is the best early warning system starting at age 50.",Preventive screening interval,Stool Test,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,53,,age,age|53|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,53,,age,age|53|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,53,,age,age|53|,5,context,1,"At age 53, German statutory health insurance covers the Phys. as a routine preventive measure.",Preventive screening interval,Phys.,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,54,,age,age|54|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,54,,age,age|54|,5,context,1,"A simple, non-invasive check for your colon health. It looks for tiny invisible signs of blood, which is the best early warning system starting at age 50.",Preventive screening interval,Stool Test,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,54,,age,age|54|,5,context,1,"At age 54, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,55,,age,age|55|,5,context,1,This is the 'gold standard' for prevention. It doesn't just find problems—it can actually prevent cancer by removing tiny polyps during the exam. One check every 10 years is usually all it takes.,Preventive screening interval,Colonoscopy,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,55,,age,age|55|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,55,,age,age|55|,5,context,1,"At age 55, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,Chronic Bowel Disease,,family_history,family_history|Chronic Bowel Disease|,9,driver,1,"Due to your family history of Chronic Bowel Disease, guidelines recommend intensified or earlier screening with Biopsy.",Risk-adjusted screening protocol,Biopsy,Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,56,,age,age|56|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,56,,age,age|56|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,56,,age,age|56|,5,context,1,"At age 56, German statutory health insurance covers the Phys. as a routine preventive measure.",Preventive screening interval,Phys.,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,56,,age,age|56|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,57,,age,age|57|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,57,,age,age|57|,5,context,1,"At age 57, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,57,,age,age|57|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,58,,age,age|58|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,58,,age,age|58|,5,context,1,"At age 58, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,58,,age,age|58|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,59,,age,age|59|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,59,,age,age|59|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,59,,age,age|59|,5,context,1,"At age 59, German statutory health insurance covers the Phys. as a routine preventive measure.",Preventive screening interval,Phys.,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,59,,age,age|59|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,60,,age,age|60|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,60,,age,age|60|,5,context,1,"At age 60, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,60,,age,age|60|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,61,,age,age|61|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,61,,age,age|61|,5,context,1,"At age 61, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,61,,age,age|61|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,62,,age,age|62|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,62,,age,age|62|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,62,,age,age|62|,5,context,1,"At age 62, German statutory health insurance covers the Phys. as a routine preventive measure.",Preventive screening interval,Phys.,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,62,,age,age|62|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,63,,age,age|63|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,63,,age,age|63|,5,context,1,"At age 63, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,63,,age,age|63|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,64,,age,age|64|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,64,,age,age|64|,5,context,1,"At age 64, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,64,,age,age|64|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,65,,age,age|65|,5,context,1,"At age 65, German statutory health insurance covers the Colonoscopy (2nd) as a routine preventive measure.",Preventive screening interval,Colonoscopy (2nd),Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,65,,age,age|65|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,65,,age,age|65|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,65,,age,age|65|,5,context,1,"At age 65, German statutory health insurance covers the Phys. as a routine preventive measure.",Preventive screening interval,Phys.,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,66,,age,age|66|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,66,,age,age|66|,5,context,1,"At age 66, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,66,,age,age|66|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,67,,age,age|67|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,67,,age,age|67|,5,context,1,"At age 67, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,67,,age,age|67|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,68,,age,age|68|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,68,,age,age|68|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,68,,age,age|68|,5,context,1,"At age 68, German statutory health insurance covers the Phys. as a routine preventive measure.",Preventive screening interval,Phys.,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,68,,age,age|68|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,69,,age,age|69|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,69,,age,age|69|,5,context,1,"At age 69, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,69,,age,age|69|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,70,,age,age|70|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,70,,age,age|70|,5,context,1,"At age 70, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,70,,age,age|70|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
